TAZ,Commodity,Quantity
14631,Multi-Family Residential Economy,2153.666667
14633,Single Family Detached Residential Economy,145.2
14633,Retail Space,557.2
14633,Multi-Family Residential Economy,683.3
14633,Single Family Detached Residential Luxury,53.9
14663,Single Family Detached Residential Luxury,791.75
14663,Single Family Attached Residential Economy,2009
14663,Multi-Family Residential Economy,13020.5
14665,Single Family Detached Residential Luxury,791.75
14665,Single Family Attached Residential Economy,2009
14665,Multi-Family Residential Economy,13020.5
14666,Single Family Detached Residential Luxury,791.75
14666,Single Family Attached Residential Economy,2009
14666,Multi-Family Residential Economy,13020.5
14667,Single Family Detached Residential Luxury,791.75
14667,Single Family Attached Residential Economy,2009
14667,Multi-Family Residential Economy,13020.5
16938,Single Family Detached Residential Luxury,1010
16938,Single Family Attached Residential Luxury,141.8333333
16939,Single Family Detached Residential Luxury,1010
16939,Single Family Attached Residential Luxury,141.8333333
16941,Single Family Detached Residential Luxury,1010
16941,Single Family Attached Residential Luxury,141.8333333
16943,Single Family Detached Residential Luxury,1010
16943,Single Family Attached Residential Luxury,141.8333333
16945,Single Family Detached Residential Luxury,1010
16945,Single Family Attached Residential Luxury,141.8333333
16946,Single Family Detached Residential Luxury,1010
16946,Single Family Attached Residential Luxury,141.8333333
16965,Single Family Detached Residential Luxury,311.2
16965,Single Family Attached Residential Economy,746.8
16965,Multi-Family Residential Economy,16300.2
16966,Single Family Detached Residential Luxury,311.2
16966,Single Family Attached Residential Economy,746.8
16966,Multi-Family Residential Economy,16300.2
17715,Single Family Detached Residential Economy,2744.666667
17715,Single Family Detached Residential Luxury,5743.333333
17718,Single Family Detached Residential Economy,2744.666667
17718,Single Family Detached Residential Luxury,5743.333333
17719,Single Family Detached Residential Economy,2744.666667
17719,Single Family Detached Residential Luxury,5743.333333
17727,Single Family Attached Residential Economy,7329
17727,Single Family Detached Residential Economy,8719
17727,Active Park Space,0
17727,Light Industrial Space,0
17727,Multi-Family Residential Economy,51933
17727,Single Family Detached Residential Luxury,209382
17765,Single Family Detached Residential Economy,1045
17765,Single Family Detached Residential Luxury,690.6666667
17765,Single Family Attached Residential Economy,2344.666667
17765,Multi-Family Residential Economy,12567
17766,Single Family Detached Residential Economy,1045
17766,Single Family Detached Residential Luxury,690.6666667
17766,Single Family Attached Residential Economy,2344.666667
17766,Multi-Family Residential Economy,12567
17771,Single Family Detached Residential Economy,1045
17771,Single Family Detached Residential Luxury,690.6666667
17771,Single Family Attached Residential Economy,2344.666667
17771,Multi-Family Residential Economy,12567
18244,Single Family Detached Residential Luxury,3560.333333
20315,Single Family Attached Residential Economy,196
20315,Single Family Detached Residential Luxury,1090.55
21082,Single Family Detached Residential Economy,4127.454545
21083,Single Family Detached Residential Economy,4127.454545
21084,Single Family Detached Residential Economy,4127.454545
21088,Single Family Detached Residential Economy,112
21088,Single Family Detached Residential Luxury,448
21102,Single Family Attached Residential Economy,515.25
21102,Multi-Family Residential Economy,605.5
21102,Single Family Detached Residential Luxury,408.25
21102,Single Family Detached Residential Economy,3270
21103,Single Family Attached Residential Economy,515.25
21103,Multi-Family Residential Economy,605.5
21103,Single Family Detached Residential Luxury,408.25
21103,Single Family Detached Residential Economy,3270
21104,Single Family Attached Residential Economy,515.25
21104,Multi-Family Residential Economy,605.5
21104,Single Family Detached Residential Luxury,408.25
21104,Single Family Detached Residential Economy,3270
21152,Single Family Attached Residential Economy,515.25
21152,Multi-Family Residential Economy,605.5
21152,Single Family Detached Residential Luxury,408.25
21152,Single Family Detached Residential Economy,3270
21164,Single Family Attached Residential Economy,515.25
21164,Multi-Family Residential Economy,605.5
21164,Single Family Detached Residential Luxury,408.25
21164,Single Family Detached Residential Economy,3270
21165,Single Family Attached Residential Economy,515.25
21165,Multi-Family Residential Economy,605.5
21165,Single Family Detached Residential Luxury,408.25
21165,Single Family Detached Residential Economy,3270
21166,Single Family Attached Residential Economy,515.25
21166,Multi-Family Residential Economy,605.5
21166,Single Family Detached Residential Luxury,408.25
21166,Single Family Detached Residential Economy,3270
21167,Single Family Attached Residential Economy,515.25
21167,Multi-Family Residential Economy,605.5
21167,Single Family Detached Residential Luxury,408.25
21167,Single Family Detached Residential Economy,3270
21168,Single Family Attached Residential Economy,515.25
21168,Multi-Family Residential Economy,605.5
21168,Single Family Detached Residential Luxury,408.25
21168,Single Family Detached Residential Economy,3270
21169,Single Family Attached Residential Economy,515.25
21169,Multi-Family Residential Economy,605.5
21169,Single Family Detached Residential Luxury,408.25
21169,Single Family Detached Residential Economy,3270
21170,Single Family Attached Residential Economy,515.25
21170,Multi-Family Residential Economy,605.5
21170,Single Family Detached Residential Luxury,408.25
21170,Single Family Detached Residential Economy,3270
21960,Hotel Space,0
21960,Office Space,0
21961,Hotel Space,0
21961,Office Space,0
21964,Hotel Space,0
21964,Office Space,0
21965,Hotel Space,0
21965,Office Space,0
21966,Hotel Space,0
21966,Office Space,0
21983,Multi-Family Residential Economy,961.8333333
21983,Single Family Attached Residential Economy,464
21983,Retail Space,2288.666667
21983,Single Family Detached Residential Luxury,1033.833333
21988,Depot Space,0
21991,Multi-Family Residential Economy,961.8333333
21991,Single Family Attached Residential Economy,464
21991,Retail Space,2288.666667
21991,Single Family Detached Residential Luxury,1033.833333
21993,Depot Space,0
21996,Depot Space,0
21998,Hotel Space,0
21998,Office Space,0
18,Multi-Family Residential Economy,1766.333333
18,Active Park Space,0
18,Government Operations Space,0
18,Single Family Attached Residential Economy,4738
18,Single Family Detached Residential Economy,6519.666667
19,Multi-Family Residential Economy,1766.333333
19,Active Park Space,0
19,Government Operations Space,0
19,Single Family Attached Residential Economy,4738
19,Single Family Detached Residential Economy,6519.666667
20,Multi-Family Residential Economy,1766.333333
20,Active Park Space,0
20,Government Operations Space,0
20,Single Family Attached Residential Economy,4738
20,Single Family Detached Residential Economy,6519.666667
67,Single Family Detached Residential Economy,7440
67,Single Family Attached Residential Economy,7564.333333
95,Single Family Detached Residential Economy,7440
95,Single Family Attached Residential Economy,7564.333333
96,Single Family Detached Residential Economy,7440
96,Single Family Attached Residential Economy,7564.333333
146,Single Family Detached Residential Economy,1015.833333
147,Single Family Detached Residential Economy,1015.833333
148,Single Family Detached Residential Economy,1015.833333
149,Single Family Attached Residential Economy,2431
149,Single Family Detached Residential Economy,1805.5
150,Single Family Attached Residential Economy,2431
150,Single Family Detached Residential Economy,1805.5
151,Single Family Detached Residential Economy,1015.833333
152,Single Family Detached Residential Economy,1015.833333
153,Single Family Detached Residential Economy,1015.833333
178,Single Family Detached Residential Economy,506
178,Single Family Attached Residential Economy,11639.5
13874,Single Family Detached Residential Luxury,553.6
13874,Single Family Attached Residential Economy,1895
13874,Multi-Family Residential Economy,907.6
13874,Retail Space,1670
13875,Single Family Detached Residential Economy,322.8
13875,Single Family Detached Residential Luxury,553.6
13875,Single Family Attached Residential Economy,1895
13875,Multi-Family Residential Economy,907.6
13875,Retail Space,1670
14941,Single Family Attached Residential Economy,1120
14941,Multi-Family Residential Economy,14193
14941,Multi-Family Residential Luxury,35281
14944,Single Family Attached Residential Economy,1120
14944,Multi-Family Residential Economy,14193
14944,Multi-Family Residential Luxury,35281
14969,Multi-Family Residential Economy,1097
14969,Single Family Attached Residential Economy,1327.375
14969,Single Family Detached Residential Luxury,861.75
14970,Multi-Family Residential Economy,1097
14970,Single Family Attached Residential Economy,1327.375
14970,Single Family Detached Residential Luxury,861.75
14971,Multi-Family Residential Economy,1097
14971,Single Family Attached Residential Economy,1327.375
14971,Single Family Detached Residential Luxury,861.75
14980,Multi-Family Residential Economy,1097
14980,Single Family Attached Residential Economy,1327.375
14980,Single Family Detached Residential Luxury,861.75
14982,Multi-Family Residential Economy,1097
14982,Single Family Attached Residential Economy,1327.375
14982,Single Family Detached Residential Luxury,861.75
14983,Multi-Family Residential Economy,1097
14983,Single Family Attached Residential Economy,1327.375
14983,Single Family Detached Residential Luxury,861.75
14984,Multi-Family Residential Economy,1097
14984,Single Family Attached Residential Economy,1327.375
14984,Single Family Detached Residential Luxury,861.75
14986,Multi-Family Residential Economy,1097
14986,Single Family Attached Residential Economy,1327.375
14986,Single Family Detached Residential Luxury,861.75
15285,Single Family Attached Residential Economy,1070.333333
15285,Multi-Family Residential Economy,4098.166667
15285,Multi-Family Residential Luxury,1300.166667
15285,Single Family Detached Residential Luxury,1708.333333
15285,Single Family Attached Residential Luxury,3025.666667
