TAZ,Commodity,Quantity
6607,Single Family Detached Residential Economy,291975
12498,Single Family Attached Residential Economy,57230
3442,Multi-Family Residential Economy,44158
16638,Light Industrial Space,22358
12040,Single Family Detached Residential Economy,35780
3525,Multi-Family Residential Economy,17398
16738,Spaced Rural Residential Economy,110069
3993,Multi-Family Residential Economy,99466
1595,Single Family Detached Residential Economy,19872
11952,Retail Space,50870
6515,Office Space,31663
2146,Single Family Detached Residential Economy,8949
4076,Multi-Family Residential Economy,18865
9675,Multi-Family Residential Economy,115542
10309,Multi-Family Residential Economy,52940
12426,Light Industrial Space,145928
2229,Single Family Detached Residential Economy,52056
8120,Single Family Attached Residential Economy,1546
19725,Retail Space,71131
22626,Multi-Family Residential Economy,4100
1512,Single Family Detached Residential Economy,19820
430,Single Family Attached Residential Economy,18292
4710,Multi-Family Residential Economy,541310
4653,Light Industrial Space,196018
8037,Single Family Attached Residential Economy,33723
2063,Single Family Detached Residential Economy,8401
19642,Retail Space,7061
10392,Multi-Family Residential Economy,6390
18550,Multi-Family Residential Economy,99999
11112,Mobile Home Residential,225044
19293,Light Industrial Space,55577
9573,Multi-Family Residential Economy,5950
3423,Multi-Family Residential Economy,49090
873,Retail Space,3509
20482,Spaced Rural Residential Economy,23170
17705,Single Family Detached Residential Economy,70051
1630,Religious Space,10000
3842,Single Family Attached Residential Economy,14225
15135,Hotel Space,28808
6519,Retail Space,1000
6460,Single Family Detached Residential Economy,205566
5615,Office Space,62300
16988,Single Family Detached Residential Economy,9956
3231,Single Family Detached Residential Economy,114402
17346,Multi-Family Residential Economy,12463
15852,Hotel Space,2492
20399,Spaced Rural Residential Economy,30299
2058,Retail Space,8062
20097,Religious Space,100000
8386,Single Family Attached Residential Economy,4467
17071,Single Family Detached Residential Economy,16913
3560,Government Operations Space,2500
16187,Spaced Rural Residential Economy,19590
6626,Single Family Detached Residential Economy,33335
16655,Spaced Rural Residential Economy,13977
12598,Single Family Detached Residential Economy,114738
7704,Single Family Detached Residential Economy,24282
1655,Recreation Space,14545
16631,Spaced Rural Residential Economy,104786
15926,Spaced Rural Residential Economy,4106
1353,Single Family Detached Residential Economy,101273
9668,Multi-Family Residential Economy,25798
3960,Single Family Detached Residential Economy,121596
14159,Primary Schools,10974
3601,Multi-Family Residential Economy,24978
3492,Single Family Detached Residential Economy,5355
4043,Single Family Detached Residential Economy,97305
2130,Single Family Attached Residential Economy,23539
14571,Single Family Detached Residential Economy,13083
9677,Single Family Detached Residential Economy,1986
8972,Single Family Detached Residential Economy,51396
13659,Single Family Attached Residential Economy,8842
16817,Mobile Home Residential,5800
2008,Primary Schools,102302
19773,Health Care Space,53913
791,Single Family Attached Residential Economy,12334
9055,Single Family Detached Residential Economy,10477
7693,Single Family Attached Residential Economy,1950
2153,Single Family Detached Residential Economy,60792
17515,Single Family Detached Residential Economy,43496
8779,Primary Schools,38528
20221,Spaced Rural Residential Economy,2704
7965,Retail Space,29759
10613,Single Family Detached Residential Economy,1029
5014,Single Family Detached Residential Economy,138694
8155,Light Industrial Space,20000
11219,Mobile Home Residential,2910
10169,Single Family Attached Residential Economy,4416
5565,Single Family Detached Residential Economy,100396
19915,Retail Space,27675
14054,Religious Space,2500
2582,Government Operations Space,69634
20138,Spaced Rural Residential Economy,71474
10026,Single Family Detached Residential Economy,86266
1269,Religious Space,12500
8048,Retail Space,37726
14903,Retail Space,26086
22728,Recreation Space,69220
10109,Single Family Detached Residential Economy,55803
18315,Single Family Detached Residential Economy,255966
16548,Spaced Rural Residential Economy,17825
17871,Single Family Attached Residential Economy,10408
3036,Retail Space,23751
4454,Office Space,95804
17320,Single Family Attached Residential Economy,9765
13220,Single Family Detached Residential Economy,69448
22882,Religious Space,7987
19654,Single Family Detached Residential Economy,11910
21643,Spaced Rural Residential Economy,9560
15209,Spaced Rural Residential Economy,3090
177,Government Operations Space,300
21560,Spaced Rural Residential Economy,28147
657,Multi-Family Residential Economy,62228
21397,Mobile Home Residential,59655
13158,Multi-Family Residential Economy,79600
14205,Active Park Space,100000
10045,Single Family Detached Residential Economy,42534
20416,Retail Space,53645
9340,Single Family Detached Residential Economy,36920
15558,Spaced Rural Residential Economy,40330
7924,Religious Space,10220
8623,Single Family Detached Residential Economy,58218
10364,Health Care Space,64615
21287,Retail Space,966
9716,Office Space,152582
22878,Light Industrial Space,73699
16180,Spaced Rural Residential Economy,6386
4083,Multi-Family Residential Economy,26335
400,Religious Space,7397
14441,Religious Space,15716
2683,Office Space,623000
4411,Single Family Detached Residential Economy,23480
18583,Light Industrial Space,135056
12987,Spaced Rural Residential Economy,68148
90,Multi-Family Residential Economy,14274
9129,Single Family Attached Residential Economy,9311
9423,Single Family Detached Residential Economy,2078
22712,Single Family Detached Residential Economy,111176
4876,Retail Space,15453
9770,Retail Space,11965
12350,Light Industrial Space,399162
16672,Retail Space,11591
4328,Single Family Detached Residential Economy,265862
22647,Religious Space,2500
13462,Multi-Family Residential Economy,2200
10720,Single Family Detached Residential Economy,32210
5121,Single Family Detached Residential Economy,86680
10829,Multi-Family Residential Economy,14566
2717,Hotel Space,278124
13925,Retail Space,271006
10803,Single Family Detached Residential Economy,110705
7775,Retail Space,53779
5204,Single Family Detached Residential Economy,107188
13374,Retail Space,103875
577,Single Family Detached Residential Economy,43841
20139,Depot Space,2380
10133,Single Family Detached Residential Economy,25069
22871,Single Family Detached Residential Economy,1690
3936,Single Family Detached Residential Economy,4214
2420,Health Care Space,3289
2035,Single Family Attached Residential Economy,13384
7177,Light Industrial Space,67542
13187,Office Space,13275
3787,Military Residential (Non GQ),24786
4570,Single Family Detached Residential Economy,24013
1648,Spaced Rural Residential Economy,5202
743,Single Family Detached Residential Economy,10821
21864,Retail Space,10828
11076,Single Family Attached Residential Economy,1273
384,Multi-Family Residential Economy,67058
10525,Single Family Attached Residential Economy,4102
19761,Single Family Detached Residential Economy,92444
2846,Retail Space,2400
14848,Spaced Rural Residential Economy,1500
9713,Retail Space,26783
10886,Single Family Detached Residential Economy,13728
10138,Spaced Rural Residential Economy,284559
5287,Single Family Detached Residential Economy,8964
22372,Spaced Rural Residential Economy,49771
11437,Single Family Detached Residential Economy,148524
6084,Government Operations Space,2500
660,Single Family Detached Residential Economy,1064
20773,Depot Space,9090
4031,Retail Space,3294
19127,Single Family Detached Residential Economy,53836
9630,Retail Space,38442
19476,Single Family Detached Residential Economy,14572
5643,Light Industrial Space,134409
601,Single Family Attached Residential Economy,2243
17709,Spaced Rural Residential Economy,6385
20027,Single Family Detached Residential Economy,137364
10347,Retail Space,17184
14381,Single Family Detached Residential Economy,26426
14941,Multi-Family Residential Economy,274898
8782,Single Family Detached Residential Economy,83275
9796,Retail Space,22325
22581,Retail Space,8271
10738,Light Industrial Space,67079
8707,Mobile Home Residential,216700
10430,Retail Space,36136
8148,Single Family Detached Residential Economy,17489
9499,Single Family Detached Residential Economy,17261
14186,Single Family Attached Residential Economy,6326
3853,Single Family Detached Residential Economy,39835
20202,Primary Schools,14779
15181,Single Family Detached Residential Economy,141555
1318,Single Family Attached Residential Economy,18593
14684,Light Industrial Space,110587
9582,Single Family Detached Residential Economy,32000
14103,Single Family Attached Residential Economy,4557
22434,Active Park Space,89709
15732,Single Family Detached Residential Economy,30109
12611,Hotel Space,14000
8694,Retail Space,53211
19471,Retail Space,4637
14464,Single Family Detached Residential Economy,27101
14293,Retail Space,30091
11021,Recreation Space,13152
1235,Single Family Attached Residential Economy,35610
14020,Single Family Attached Residential Economy,58088
9416,Single Family Detached Residential Economy,5543
4133,Active Park Space,100000
453,Retail Space,22258
18343,Spaced Rural Residential Economy,995
8948,Single Family Detached Residential Economy,282328
266,Office Space,20549
11171,Single Family Detached Residential Economy,106505
17282,Retail Space,6266
5572,Single Family Detached Residential Economy,110076
945,Single Family Detached Residential Economy,111356
5954,Retail Space,132024
3636,Hotel Space,86874
11254,Single Family Detached Residential Economy,167494
1028,Single Family Detached Residential Economy,110505
19471,Single Family Attached Residential Economy,69440
38,Single Family Detached Residential Economy,42157
